access_restricted,aka.0,aka.1,aka.2,contributor.0,date,dates.0,digitized,extract_timestamp,group.0,hassegments,id,image_url.0,image_url.1,image_url.2,index,item.call_number.0,item.contributors.0,item.contributors.1,item.created_published.0,item.date,item.digital_id.0,item.format,item.genre.0,item.language.0,item.location.0,item.notes.0,item.notes.1,item.related_items.0.title,item.related_items.0.url,item.repository,item.rights,item.source_collection,item.subjects.0,item.subjects.1,item.title,language.0,location.0,location.1,location.2,mime_type.0,mime_type.1,number.0,number_former_id.0,online_format.0,original_format.0,partof.0,partof.1,partof.2,resources.0.caption,resources.0.files,resources.0.image,resources.0.paprika_resource_path,resources.0.url,resources.0.version,shelf_id,subject.0,timestamp,title,type.0,url,contributor.1,item.language,item.notes.2,item.call_number.1,contributor.2,contributor.3,item.contributors.2,item.contributors.3,item.notes.3,item.notes.4,item.call_number.2,item.other_title.0,other_title.0,item.notes.5,item.other_title.1,other_title.1,item.other_title.2,other_title.2,item.other_title.3,other_title.3,item.other_title.4,other_title.4,location.3,item.call_number.3,item.call_number.4,item.call_number.5,item.notes.6,contributor.4,item.contributors.4,item.notes.7,group.1,item.genre.1,item.medium.0,item.subjects.2,item.subjects.3,item.subjects.4,partof.3,resources.0.media_object_id,subject.1,subject.2,subject.3,subject.4,type,item.language.1,language.1,item.subjects.5,subject.5,item.location.1,item.subjects.6,location.4,item.genre.2,aka.3,resources.1.files,resources.1.url
False,http://www.loc.gov/item/afc1939007_afs02295b/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02295b/,http://www.loc.gov/item/afc1939007.afc1939007_afs02295b/,"lomax, alan",1938-08-28,1938-08-28,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02295b/,,,,942,AFC 1939/007: AFS 02295 B,"Green, John W., 1871-1963 (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 28, 1938",19380828,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02295: B01-Barbara Allen; B02-Micky Reagan,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,Barbara Allen; Micky Reagan,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02295b/,,afc1939007_afs02295b,songs,2022-04-30T03:37:19.171Z,Barbara Allen; Micky Reagan,,https://www.loc.gov/item/afc1939007_afs02295b/,"green, john w.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE3E5BF7004CE0538C93F028004C,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
False,http://www.loc.gov/item/afc1939007_afs02296a/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02296a/,http://www.loc.gov/item/afc1939007.afc1939007_afs02296a/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02296a/,,,,943,AFC 1939/007: AFS 02296 A,"Green, John W., 1871-1963 (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02296: A01-Lakes of Colfaine; A02-Wild Amerikay; A03-Maid in love,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,Lakes of Colfaine; Wild Amerikay; Maid in love,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02296a/,,afc1939007_afs02296a,songs,2022-04-30T03:37:19.171Z,Lakes of Colfaine; Wild Amerikay; Maid in love,,https://www.loc.gov/item/afc1939007_afs02296a/,"green, john w.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE43942000BAE0538C93F02800BA,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
False,http://www.loc.gov/item/afc1939007_afs02296b/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02296b/,http://www.loc.gov/item/afc1939007.afc1939007_afs02296b/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02296b/,,,,944,AFC 1939/007: AFS 02296 B,"Green, John W., 1871-1963 (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02296: B01-Stowaway; B02-Smugglers of Buffalo; B03-Black stripper,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,Stowaway; Smugglers of Buffalo; Black stripper,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02296b/,,afc1939007_afs02296b,songs,2022-04-30T03:37:19.171Z,Stowaway; Smugglers of Buffalo; Black stripper,,https://www.loc.gov/item/afc1939007_afs02296b/,"green, john w.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE4B2863011AE0538C93F028011A,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
False,http://www.loc.gov/item/afc1939007_afs02297a/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02297a/,http://www.loc.gov/item/afc1939007.afc1939007_afs02297a/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02297a/,,,,945,AFC 1939/007: AFS 02297 A,"Green, John W., 1871-1963 (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02297: A01-Green valley; A02-Henery and Mary Ann; A03-Andy Rowe,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,Green valley; Henery and Mary Ann; Andy Rowe,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02297a/,,afc1939007_afs02297a,songs,2022-04-30T03:37:19.171Z,Green valley; Henery and Mary Ann; Andy Rowe,,https://www.loc.gov/item/afc1939007_afs02297a/,"green, john w.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE509CEC0488E0538C93F0280488,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
False,http://www.loc.gov/item/afc1939007_afs02297b/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02297b/,http://www.loc.gov/item/afc1939007.afc1939007_afs02297b/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02297b/,,,,946,AFC 1939/007: AFS 02297 B,"Green, John W., 1871-1963 (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02297: B01-Henry Conners; B02-Pride of Glencoe,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,Henry Conners; Pride of Glencoe,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02297b/,,afc1939007_afs02297b,songs,2022-04-30T03:37:19.171Z,Henry Conners; Pride of Glencoe,,https://www.loc.gov/item/afc1939007_afs02297b/,"green, john w.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE55D6A90010E0538C93F0280010,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
False,http://www.loc.gov/item/afc1939007_afs02298a/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02298a/,http://www.loc.gov/item/afc1939007.afc1939007_afs02298a/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02298a/,,,,947,AFC 1939/007: AFS 02298 A,"Green, John W., 1871-1963 (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02298: A01; A02-Pride of Glencoe; A03-Caroline of Edinborough town; A04-James Bird,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,Pride of Glencoe; Caroline of Edinborough town; James Bird,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02298a/,,afc1939007_afs02298a,songs,2022-04-30T03:37:19.171Z,Pride of Glencoe; Caroline of Edinborough town; James Bird,,https://www.loc.gov/item/afc1939007_afs02298a/,"green, john w.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE5AEF460152E0538C93F0280152,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
False,http://www.loc.gov/item/afc1939007_afs02298b/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02298b/,http://www.loc.gov/item/afc1939007.afc1939007_afs02298b/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02298b/,,,,948,AFC 1939/007: AFS 02298 B,"Green, John W., 1871-1963 (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02298: B01-James Bird; B02; B03-Sally Monroe,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,James Bird; Sally Monroe,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02298b/,,afc1939007_afs02298b,songs,2022-04-30T03:37:19.171Z,James Bird; Sally Monroe,,https://www.loc.gov/item/afc1939007_afs02298b/,"green, john w.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE5FD951048AE0538C93F028048A,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
False,http://www.loc.gov/item/afc1939007_afs02299a/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02299a/,http://www.loc.gov/item/afc1939007.afc1939007_afs02299a/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02299a/,,,,949,AFC 1939/007: AFS 02299 A,"Green, John W., 1871-1963 (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02299: Carey and O'Donnell,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,Carey and O'Donnell,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02299a/,,afc1939007_afs02299a,songs,2022-04-30T03:37:19.171Z,Carey and O'Donnell,,https://www.loc.gov/item/afc1939007_afs02299a/,"green, john w.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE64FD420050E0538C93F0280050,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
False,http://www.loc.gov/item/afc1939007_afs02299b/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02299b/,http://www.loc.gov/item/afc1939007.afc1939007_afs02299b/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02299b/,,,,950,AFC 1939/007: AFS 02299 B,"Green, John W., 1871-1963 (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02299: Carey and O'Donnell,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,Carey and O'Donnell,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02299b/,,afc1939007_afs02299b,songs,2022-04-30T03:37:19.171Z,Carey and O'Donnell,,https://www.loc.gov/item/afc1939007_afs02299b/,"green, john w.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE69FA5702BAE0538C93F02802BA,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
False,http://www.loc.gov/item/afc1939007_afs02300a/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02300a/,http://www.loc.gov/item/afc1939007.afc1939007_afs02300a/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02300a/,,,,951,AFC 1939/007: AFS 02300 A,"Gallagher, Andrew E. (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02300: Sentence to death,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,Sentence to death,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02300a/,,afc1939007_afs02300a,songs,2022-04-30T03:37:19.171Z,Sentence to death,,https://www.loc.gov/item/afc1939007_afs02300a/,"gallagher, andrew e.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE6F0901048CE0538C93F028048C,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
False,http://www.loc.gov/item/afc1939007_afs02300b/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02300b/,http://www.loc.gov/item/afc1939007.afc1939007_afs02300b/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02300b/,,,,952,AFC 1939/007: AFS 02300 B,"O'Donnell, Mike J. (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island","This track, perhaps AFS 2300B not transferred to LWO 4872 r148",AFS 02300: Old mountain dew,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,Old mountain dew,english,saint james,michigan,united states,application/x-audio,,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,,,afc1939007_afs02300b,songs,2022-04-30T03:37:19.171Z,Old mountain dew,,https://www.loc.gov/item/afc1939007_afs02300b/,"o'donnell, mike j.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE74109F011EE0538C93F028011E,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,http://www.loc.gov/resource/afc1939007.afc1939007/,1.0,https://www.loc.gov/resource/afc1939007.afc1939007/
False,http://www.loc.gov/item/afc1939007_afs02301a/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02301a/,http://www.loc.gov/item/afc1939007.afc1939007_afs02301a/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02301a/,,,,953,AFC 1939/007: AFS 02301 A,"Gallagher, Andrew E. (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, Michigan, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",Composed by Catherine Murphy; monolog about the song's composition and origin,AFS 02301: Sentence to death,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,Sentence to death,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02301a/,,afc1939007_afs02301a,songs,2022-04-30T03:37:19.171Z,Sentence to death,,https://www.loc.gov/item/afc1939007_afs02301a/,"gallagher, andrew e.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,Spoken word,songs of america,0589EE7941320158E0538C93F0280158,folk music,spoken word,irish americans,field recordings,legacyzoom,,,"United States -- Michigan -- Saint James, Beaver Island",michigan,,,,Spoken word,,,
False,http://www.loc.gov/item/afc1939007_afs02301b/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02301b/,http://www.loc.gov/item/afc1939007.afc1939007_afs02301b/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02301b/,,,,954,AFC 1939/007: AFS 02301 B,"Gallagher, Andrew E. (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02301: When first I went to sea,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,When first I went to sea,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02301b/,,afc1939007_afs02301b,songs,2022-04-30T03:37:19.171Z,When first I went to sea,,https://www.loc.gov/item/afc1939007_afs02301b/,"gallagher, andrew e.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE7E5220020EE0538C93F028020E,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
False,http://www.loc.gov/item/afc1939007_afs02302a/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02302a/,http://www.loc.gov/item/afc1939007.afc1939007_afs02302a/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02302a/,,,,955,AFC 1939/007: AFS 02302 A,"Gallagher, Andrew E. (Performer)","Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02302: A01-When first I went to sea; A02-Protestant cow,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,When first I went to sea; Protestant cow,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02302a/,,afc1939007_afs02302a,songs,2022-04-30T03:37:19.171Z,When first I went to sea; Protestant cow,,https://www.loc.gov/item/afc1939007_afs02302a/,"gallagher, andrew e.",,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE8376610120E0538C93F0280120,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
False,http://www.loc.gov/item/afc1939007_afs02302b/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02302b/,http://www.loc.gov/item/afc1939007.afc1939007_afs02302b/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02302b/,,,,956,AFC 1939/007: AFS 02302 B,Unidentified (Performer),"McCarthy, Barney (Performer)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02302: B01-Protestant cow by Barney McCarthy; B02-Titter-ri-an by unidentified performer,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,Protestant cow; Titter-ri-an,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02302b/,,afc1939007_afs02302b,songs,2022-04-30T03:37:19.171Z,Protestant cow; Titter-ri-an,,https://www.loc.gov/item/afc1939007_afs02302b/,unidentified,,,,"mccarthy, barney",,"Lomax, Alan, 1915-2002 (Collector)",,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE887E7502BCE0538C93F02802BC,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
False,http://www.loc.gov/item/afc1939007_afs02303a/,http://www.loc.gov/resource/afc1939007.afc1939007_afs02303a/,http://www.loc.gov/item/afc1939007.afc1939007_afs02303a/,"lomax, alan",1938-08-29,1938-08-29,True,2020-09-23T05:48:19.440Z,afc1939007,False,http://www.loc.gov/item/afc1939007_afs02303a/,,,,957,AFC 1939/007: AFS 02303 A,Unidentified (Performer),"Lomax, Alan, 1915-2002 (Collector)","Saint James, Beaver Island, MI, August 29, 1938",19380829,,sound recording-musical,Field recordings,eng,"United States -- Michigan -- Saint James, Beaver Island",AFS 02303: A01-Fiddle-o-dum; A02-Oh honey take your leg off mine; A03-Torch Lake,,,,American Folklife Center,https://www.loc.gov/collections/static/rights/lomax-michigan.html,Alan Lomax Collection of Michigan and Wisconsin Recordings (AFC 1939/007),Folk music -- Michigan,Irish Americans,Fiddle-o-dum; Oh honey take your leg off mine; Torch Lake,english,saint james,michigan,united states,audio/wav,application/x-audio,,,audio,sound recording,the library of congress celebrates the songs of america,american folklife center,alan lomax collection of michigan and wisconsin recordings,,1,/search/static/images/original-format/sound-recording.svg,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02303a/,,afc1939007_afs02303a,songs,2022-04-30T03:37:19.171Z,Fiddle-o-dum; Oh honey take your leg off mine; Torch Lake,,https://www.loc.gov/item/afc1939007_afs02303a/,unidentified,,,,,,,,,,,,,,,,,,,,,,beaver island,,,,,,,,lomax-michigan,Songs,"sound disc, analog, 12 in.",Field recordings,Songs,"United States -- Michigan -- Saint James, Beaver Island",songs of america,0589EE8DD7650492E0538C93F0280492,folk music,irish americans,field recordings,michigan,legacyzoom,,,,,,,,,,,
