aspectRatio,autoPlay,background,derivatives,detailUrl,download,mediaObjectId,mediaType,metadata,mimetype,shortName,source_url,title,source_height,scaleFactor_levels,source_size,source_width,resource_url,resource_num,segment_num,id,info,iiif_url,other_name
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02374a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02374a/,0,0,http://www.loc.gov/item/afc1939007_afs02374a/,,,
,,,,,,,,,application/json,,,Thirty-first level blues; Tuning of the instruments,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02374a/,0,0,http://www.loc.gov/item/afc1939007_afs02374a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02374a.wav,,,1.0,33390724.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02374a/,0,0,http://www.loc.gov/item/afc1939007_afs02374a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02373b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02373b.mp3,0589F16CB8C301DEE0538C93F02801DE,A,"['Unknown title', 'Ahmeek, MI, September 25, 1938']",application/x-audio,Unknown title,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02373b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02373b/,0,0,http://www.loc.gov/item/afc1939007_afs02373b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02373b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02373b/,0,0,http://www.loc.gov/item/afc1939007_afs02373b/,,,
,,,,,,,,,application/json,,,Unknown title,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02373b/,0,0,http://www.loc.gov/item/afc1939007_afs02373b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02373b.wav,,,1.0,38076548.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02373b/,0,0,http://www.loc.gov/item/afc1939007_afs02373b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02373a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02373a.mp3,0589F167B51A055CE0538C93F028055C,A,"['Miko Moja', 'Ahmeek, MI, September 25, 1938']",application/x-audio,Miko Moja,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02373a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02373a/,0,0,http://www.loc.gov/item/afc1939007_afs02373a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02373a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02373a/,0,0,http://www.loc.gov/item/afc1939007_afs02373a/,,,
,,,,,,,,,application/json,,,Miko Moja,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02373a/,0,0,http://www.loc.gov/item/afc1939007_afs02373a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02373a.wav,,,1.0,32080004.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02373a/,0,0,http://www.loc.gov/item/afc1939007_afs02373a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02372b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02372b.mp3,0589F1625864057AE0538C93F028057A,A,"['Anti black shirt song', 'Lake Linden, MI, September 24, 1938']",application/x-audio,Anti black shirt song,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02372b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02372b/,0,0,http://www.loc.gov/item/afc1939007_afs02372b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02372b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02372b/,0,0,http://www.loc.gov/item/afc1939007_afs02372b/,,,
,,,,,,,,,application/json,,,Anti black shirt song,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02372b/,0,0,http://www.loc.gov/item/afc1939007_afs02372b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02372b.wav,,,1.0,32145540.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02372b/,0,0,http://www.loc.gov/item/afc1939007_afs02372b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02372a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02372a.mp3,0589F15D56A704BAE0538C93F02804BA,A,"['Unknown title', 'Lake Linden, MI, September 24, 1938']",application/x-audio,Unknown title,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02372a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02372a/,0,0,http://www.loc.gov/item/afc1939007_afs02372a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02372a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02372a/,0,0,http://www.loc.gov/item/afc1939007_afs02372a/,,,
,,,,,,,,,application/json,,,Unknown title,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02372a/,0,0,http://www.loc.gov/item/afc1939007_afs02372a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02372a.wav,,,1.0,23593092.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02372a/,0,0,http://www.loc.gov/item/afc1939007_afs02372a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02371b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02371b.mp3,0589F1581E8B0170E0538C93F0280170,A,"['Italian imigrant song (part 1); Unknown title', 'Lake Linden, MI, September 24, 1938']",application/x-audio,Italian imigrant song (part 1); Unknown title,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02371b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02371b/,0,0,http://www.loc.gov/item/afc1939007_afs02371b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02371b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02371b/,0,0,http://www.loc.gov/item/afc1939007_afs02371b/,,,
,,,,,,,,,application/json,,,Italian imigrant song (part 1); Unknown title,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02371b/,0,0,http://www.loc.gov/item/afc1939007_afs02371b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02371b.wav,,,1.0,34635908.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02371b/,0,0,http://www.loc.gov/item/afc1939007_afs02371b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02371a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02371a.mp3,0589F1531C520578E0538C93F0280578,A,"['Italian imigrant song (part 1)', 'Lake Linden, MI, September 24, 1938']",application/x-audio,Italian imigrant song (part 1),http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02371a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02371a/,0,0,http://www.loc.gov/item/afc1939007_afs02371a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02371a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02371a/,0,0,http://www.loc.gov/item/afc1939007_afs02371a/,,,
,,,,,,,,,application/json,,,Italian imigrant song (part 1),,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02371a/,0,0,http://www.loc.gov/item/afc1939007_afs02371a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02371a.wav,,,1.0,33751172.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02371a/,0,0,http://www.loc.gov/item/afc1939007_afs02371a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02370b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02370b.mp3,0589F14E3953055AE0538C93F028055A,A,"['Italian immigrant song (part 1); Italian imigrant song (part 2)', 'Lake Linden, MI, September 24, 1938']",application/x-audio,Italian immigrant song (part 1); Italian imigrant song (part 2),http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02370b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02370b/,0,0,http://www.loc.gov/item/afc1939007_afs02370b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02370b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02370b/,0,0,http://www.loc.gov/item/afc1939007_afs02370b/,,,
,,,,,,,,,application/json,,,Italian immigrant song (part 1); Italian imigrant song (part 2),,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02370b/,0,0,http://www.loc.gov/item/afc1939007_afs02370b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02370b.wav,,,1.0,46366852.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02370b/,0,0,http://www.loc.gov/item/afc1939007_afs02370b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02370a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02370a.mp3,0589F1492EE9067CE0538C93F028067C,A,"['Early in the morning', 'Lake Linden, MI, September 24, 1938']",application/x-audio,Early in the morning,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02370a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02370a/,0,0,http://www.loc.gov/item/afc1939007_afs02370a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02370a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02370a/,0,0,http://www.loc.gov/item/afc1939007_afs02370a/,,,
,,,,,,,,,application/json,,,Early in the morning,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02370a/,0,0,http://www.loc.gov/item/afc1939007_afs02370a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02370a.wav,,,1.0,31981700.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02370a/,0,0,http://www.loc.gov/item/afc1939007_afs02370a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02369b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02369b.mp3,0589F14450E90576E0538C93F0280576,A,"[""Kakouvi; Viva l'amour"", 'Lake Linden, MI, September 24, 1938']",application/x-audio,Kakouvi; Viva l'amour,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02369b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02369b/,0,0,http://www.loc.gov/item/afc1939007_afs02369b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02369b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02369b/,0,0,http://www.loc.gov/item/afc1939007_afs02369b/,,,
,,,,,,,,,application/json,,,Kakouvi; Viva l'amour,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02369b/,0,0,http://www.loc.gov/item/afc1939007_afs02369b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02369b.wav,,,1.0,14708868.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02369b/,0,0,http://www.loc.gov/item/afc1939007_afs02369b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02369a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02369a.mp3,0589F13F40BA04B8E0538C93F02804B8,A,"['Austrian and Italian war song', 'Lake Linden, MI, September 24, 1938']",application/x-audio,Austrian and Italian war song,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02369a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02369a/,0,0,http://www.loc.gov/item/afc1939007_afs02369a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02369a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02369a/,0,0,http://www.loc.gov/item/afc1939007_afs02369a/,,,
,,,,,,,,,application/json,,,Austrian and Italian war song,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02369a/,0,0,http://www.loc.gov/item/afc1939007_afs02369a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02369a.wav,,,1.0,14168196.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02369a/,0,0,http://www.loc.gov/item/afc1939007_afs02369a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02368b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02368b.mp3,0589F13A604704DEE0538C93F02804DE,A,"['Simpson disaster (part 1)', 'Lake Linden, MI, September 24, 1938']",application/x-audio,Simpson disaster (part 1),http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02368b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02368b/,0,0,http://www.loc.gov/item/afc1939007_afs02368b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02368b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02368b/,0,0,http://www.loc.gov/item/afc1939007_afs02368b/,,,
,,,,,,,,,application/json,,,Simpson disaster (part 1),,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02368b/,0,0,http://www.loc.gov/item/afc1939007_afs02368b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02368b.wav,,,1.0,16023684.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02368b/,0,0,http://www.loc.gov/item/afc1939007_afs02368b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02368a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02368a.mp3,0589F1352D9F0558E0538C93F0280558,A,"['Simpson disaster (part 1)', 'Lake Linden, MI, September 24, 1938']",application/x-audio,Simpson disaster (part 1),http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02368a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02368a/,0,0,http://www.loc.gov/item/afc1939007_afs02368a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02368a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02368a/,0,0,http://www.loc.gov/item/afc1939007_afs02368a/,,,
,,,,,,,,,application/json,,,Simpson disaster (part 1),,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02368a/,0,0,http://www.loc.gov/item/afc1939007_afs02368a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02368a.wav,,,1.0,15913092.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02368a/,0,0,http://www.loc.gov/item/afc1939007_afs02368a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02367b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02367b.mp3,0589F12FF8A10574E0538C93F0280574,A,"['Kun tulin mina sinut tuntemann; Siella se kukkii se tulipunaruusu; Nyt aijon mina kertoa', 'Calumet, MI, September 27, 1938']",application/x-audio,Kun tulin mina sinut tuntemann; Siella se kukkii se tulipunaruusu; Nyt aijon mina kertoa,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02367b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02367b/,0,0,http://www.loc.gov/item/afc1939007_afs02367b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02367b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02367b/,0,0,http://www.loc.gov/item/afc1939007_afs02367b/,,,
,,,,,,,,,application/json,,,Kun tulin mina sinut tuntemann; Siella se kukkii se tulipunaruusu; Nyt aijon mina kertoa,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02367b/,0,0,http://www.loc.gov/item/afc1939007_afs02367b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02367b.wav,,,1.0,22458500.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02367b/,0,0,http://www.loc.gov/item/afc1939007_afs02367b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02367a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02367a.mp3,0589F12B01A1067AE0538C93F028067A,A,"['Yhteis rintamaan meita veljet kutsutaa; Tuolta so nakyy se punanen talo; Kapteeni Jaakko ja Maria', 'Amasa, MI and Calumet, MI, ']",application/x-audio,Yhteis rintamaan meita veljet kutsutaa; Tuolta so nakyy se punanen talo; Kapteeni Jaakko ja Maria,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02367a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02367a/,0,0,http://www.loc.gov/item/afc1939007_afs02367a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02367a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02367a/,0,0,http://www.loc.gov/item/afc1939007_afs02367a/,,,
,,,,,,,,,application/json,,,Yhteis rintamaan meita veljet kutsutaa; Tuolta so nakyy se punanen talo; Kapteeni Jaakko ja Maria,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02367a/,0,0,http://www.loc.gov/item/afc1939007_afs02367a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02367a.wav,,,1.0,20791428.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02367a/,0,0,http://www.loc.gov/item/afc1939007_afs02367a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02366a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02366a.mp3,0589F120EA090556E0538C93F0280556,A,"['Muisto; Yhteis rintamaan meita Veljet kutsutaa', 'Amasa, MI, September 22, 1938']",application/x-audio,Muisto; Yhteis rintamaan meita Veljet kutsutaa,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02366a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02366a/,0,0,http://www.loc.gov/item/afc1939007_afs02366a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02366a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02366a/,0,0,http://www.loc.gov/item/afc1939007_afs02366a/,,,
,,,,,,,,,application/json,,,Muisto; Yhteis rintamaan meita Veljet kutsutaa,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02366a/,0,0,http://www.loc.gov/item/afc1939007_afs02366a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02366a.wav,,,1.0,14811268.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02366a/,0,0,http://www.loc.gov/item/afc1939007_afs02366a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02365b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02365b.mp3,0589F11B8C2F0652E0538C93F0280652,A,"['Muisto', 'Amasa, MI, September 22, 1938']",application/x-audio,Muisto,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02365b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02365b/,0,0,http://www.loc.gov/item/afc1939007_afs02365b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02365b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02365b/,0,0,http://www.loc.gov/item/afc1939007_afs02365b/,,,
,,,,,,,,,application/json,,,Muisto,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02365b/,0,0,http://www.loc.gov/item/afc1939007_afs02365b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02365b.wav,,,1.0,14385284.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02365b/,0,0,http://www.loc.gov/item/afc1939007_afs02365b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02365a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02365a.mp3,0589F116864B0158E0538C93F0280158,A,"['Maa se oli aivan sammaleton; Muisto', 'Amasa, MI, September 22, 1938']",application/x-audio,Maa se oli aivan sammaleton; Muisto,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02365a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02365a/,0,0,http://www.loc.gov/item/afc1939007_afs02365a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02365a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02365a/,0,0,http://www.loc.gov/item/afc1939007_afs02365a/,,,
,,,,,,,,,application/json,,,Maa se oli aivan sammaleton; Muisto,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02365a/,0,0,http://www.loc.gov/item/afc1939007_afs02365a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02365a.wav,,,1.0,16892036.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02365a/,0,0,http://www.loc.gov/item/afc1939007_afs02365a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02364b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02364b.mp3,0589F1114F170014E0538C93F0280014,A,"['Kun masiinaa on ruukattu niin laulu vuikeaa; Lauluni sen mina aloitan', 'Amasa, MI, September 22, 1938']",application/x-audio,Kun masiinaa on ruukattu niin laulu vuikeaa; Lauluni sen mina aloitan,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02364b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02364b/,0,0,http://www.loc.gov/item/afc1939007_afs02364b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02364b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02364b/,0,0,http://www.loc.gov/item/afc1939007_afs02364b/,,,
,,,,,,,,,application/json,,,Kun masiinaa on ruukattu niin laulu vuikeaa; Lauluni sen mina aloitan,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02364b/,0,0,http://www.loc.gov/item/afc1939007_afs02364b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02364b.wav,,,1.0,17006724.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02364b/,0,0,http://www.loc.gov/item/afc1939007_afs02364b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02364a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02364a.mp3,0589F10C50CD04DAE0538C93F02804DA,A,"['Mina syvyydesea alla maan kiiyn tyossea; Kun sydammessaan aatteles niin oikein naurattaa', 'Amasa, MI, September 22, 1938']",application/x-audio,Mina syvyydesea alla maan kiiyn tyossea; Kun sydammessaan aatteles niin oikein naurattaa,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02364a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02364a/,0,0,http://www.loc.gov/item/afc1939007_afs02364a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02364a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02364a/,0,0,http://www.loc.gov/item/afc1939007_afs02364a/,,,
,,,,,,,,,application/json,,,Mina syvyydesea alla maan kiiyn tyossea; Kun sydammessaan aatteles niin oikein naurattaa,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02364a/,0,0,http://www.loc.gov/item/afc1939007_afs02364a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02364a.wav,,,1.0,14205060.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02364a/,0,0,http://www.loc.gov/item/afc1939007_afs02364a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02363b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02363b.mp3,0589F1074B66015EE0538C93F028015E,A,"[""Meripojan Laulu (Sailor's Song)"", 'Amasa, MI, September 22, 1938']",application/x-audio,Meripojan Laulu (Sailor's Song),http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02363b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02363b/,0,0,http://www.loc.gov/item/afc1939007_afs02363b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02363b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02363b/,0,0,http://www.loc.gov/item/afc1939007_afs02363b/,,,
,,,,,,,,,application/json,,,Meripojan Laulu (Sailor's Song),,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02363b/,0,0,http://www.loc.gov/item/afc1939007_afs02363b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02363b.wav,,,1.0,13222020.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02363b/,0,0,http://www.loc.gov/item/afc1939007_afs02363b/,,,
